fecha;anio;mes;dia;hora;barra;tension;valor
01/11/2012;2012;11;1;1;CARDONES______220;220;184,3
01/11/2012;2012;11;1;2;CARDONES______220;220;184,3
01/11/2012;2012;11;1;3;CARDONES______220;220;184,3
01/11/2012;2012;11;1;4;CARDONES______220;220;184,3
01/11/2012;2012;11;1;5;CARDONES______220;220;184,3
01/11/2012;2012;11;1;6;CARDONES______220;220;184,3
01/11/2012;2012;11;1;7;CARDONES______220;220;168,4
01/11/2012;2012;11;1;8;CARDONES______220;220;131,3
01/11/2012;2012;11;1;9;CARDONES______220;220;171,9
01/11/2012;2012;11;1;10;CARDONES______220;220;185,1
01/11/2012;2012;11;1;11;CARDONES______220;220;185,1
01/11/2012;2012;11;1;12;CARDONES______220;220;185,1
01/11/2012;2012;11;1;13;CARDONES______220;220;185,1
01/11/2012;2012;11;1;14;CARDONES______220;220;185,1
01/11/2012;2012;11;1;15;CARDONES______220;220;185,1
01/11/2012;2012;11;1;16;CARDONES______220;220;185,1
01/11/2012;2012;11;1;17;CARDONES______220;220;185,1
01/11/2012;2012;11;1;18;CARDONES______220;220;185,1
01/11/2012;2012;11;1;19;CARDONES______220;220;187,4
01/11/2012;2012;11;1;20;CARDONES______220;220;187,4
01/11/2012;2012;11;1;21;CARDONES______220;220;187,4
01/11/2012;2012;11;1;22;CARDONES______220;220;187,4
01/11/2012;2012;11;1;23;CARDONES______220;220;187,4
01/11/2012;2012;11;1;24;CARDONES______220;220;187,4
02/11/2012;2012;11;2;1;CARDONES______220;220;212,5
02/11/2012;2012;11;2;2;CARDONES______220;220;212,5
02/11/2012;2012;11;2;3;CARDONES______220;220;174,3
02/11/2012;2012;11;2;4;CARDONES______220;220;130,1
02/11/2012;2012;11;2;5;CARDONES______220;220;153,2
02/11/2012;2012;11;2;6;CARDONES______220;220;144,5
02/11/2012;2012;11;2;7;CARDONES______220;220;120,5
02/11/2012;2012;11;2;8;CARDONES______220;220;67,5
02/11/2012;2012;11;2;9;CARDONES______220;220;169,5
02/11/2012;2012;11;2;10;CARDONES______220;220;214,3
02/11/2012;2012;11;2;11;CARDONES______220;220;214,3
02/11/2012;2012;11;2;12;CARDONES______220;220;214,3
02/11/2012;2012;11;2;13;CARDONES______220;220;214,3
02/11/2012;2012;11;2;14;CARDONES______220;220;214,3
02/11/2012;2012;11;2;15;CARDONES______220;220;214,3
02/11/2012;2012;11;2;16;CARDONES______220;220;214,3
02/11/2012;2012;11;2;17;CARDONES______220;220;214,3
02/11/2012;2012;11;2;18;CARDONES______220;220;214,3
02/11/2012;2012;11;2;19;CARDONES______220;220;220,0
02/11/2012;2012;11;2;20;CARDONES______220;220;220,0
02/11/2012;2012;11;2;21;CARDONES______220;220;220,0
02/11/2012;2012;11;2;22;CARDONES______220;220;220,0
02/11/2012;2012;11;2;23;CARDONES______220;220;220,0
02/11/2012;2012;11;2;24;CARDONES______220;220;220,0
03/11/2012;2012;11;3;1;CARDONES______220;220;219,0
03/11/2012;2012;11;3;2;CARDONES______220;220;219,0
03/11/2012;2012;11;3;3;CARDONES______220;220;146,3
03/11/2012;2012;11;3;4;CARDONES______220;220;124,0
03/11/2012;2012;11;3;5;CARDONES______220;220;122,6
03/11/2012;2012;11;3;6;CARDONES______220;220;122,6
03/11/2012;2012;11;3;7;CARDONES______220;220;122,6
03/11/2012;2012;11;3;8;CARDONES______220;220;125,5
03/11/2012;2012;11;3;9;CARDONES______220;220;170,5
03/11/2012;2012;11;3;10;CARDONES______220;220;226,9
03/11/2012;2012;11;3;11;CARDONES______220;220;226,9
